"Id","Name","Name_Lang","Branche","Typ","Adresse","PLZ","E-Mail","Homepage","Tel","Fax","Datenquelle","Pruefung"
19,"Bauernbund","Österreichischer Bauernbund","Interessensvertretung","Berufsverband","Brucknerstraße 6/3",1040,"bauernbund@bauernbund.at","https://www.bauernbund.at/","+43150581730","+431505817365","Impressum","13.01.2021"
21,"ÖBVP","Österreichischer Bundesverband für Psychotherapie","Interessensvertretung","Berufsverband","Löwengasse 3/3/Top 4",1030,"oebvp@psychotherapie.at","https://www.psychotherapie.at/","+4315127090","+431512709044","Kontakt","13.01.2021"
22,"ÖDV","Österreichischer Detektiv-Verband","Interessensvertretung","Berufsverband","Wickenburggasse 3",1080,"office@oedv.at","https://www.oedv.at/","+4313536338","+431403440440","Impressum","13.01.2021"
23,"Österreichischer Drogistenverband","Österreichischer Drogistenverband","Interessensvertretung","Berufsverband","Währinger Straße 14",1090,"drogistenverband@drogistenhaus.at","http://www.drogistenverband.at/",,,"Startseite","13.01.2021"
24,"ÖFV","Österreichischer Fischereiverband","Interessensvertretung","Berufsverband","Dresdner Straße 73-75/E32.01",1200,"office@fischerei-verband.at","https://www.fischerei-verband.at/","+431400096838",,"Impressum","13.01.2021"
25,"Gewerbeverein","Österreichischer Gewerbeverein","Interessensvertretung","Berufsverband","Eschenbachgasse 11",1010,"office@gewerbeverein.at","https://www.gewerbeverein.at/","+4315873633","+4315873633633","Impressum","13.01.2021"
26,"ÖHKV","Österreichischer Heilbäder- und Kurorteverband","Interessensvertretung","Berufsverband","Lützowgasse 12-14/3. OG",1140,"info@oehkv.at","http://www.oehkv.at/","+4315121904",,"Impressum","13.01.2021"
27,"ÖIAV","Österreichischer Ingenieur- und Architektenverein","Interessensvertretung","Berufsverband","Eschenbachgasse 9",1010,"office@oiav.at","https://www.oiav.at/","+4315873536",,"Impressum","13.01.2021"
28,"ÖRAV","Österreichischer Rechtsanwaltsverein","Interessensvertretung","Berufsverband","Rotenturmstraße 13 / Dachgeschoß / Top 2",1010,"office@rechtsanwaltsverein.at","https://www.rechtsanwaltsverein.at/","+4315350200","+431535020015","Impressum","13.01.2021"
29,"ÖVGD","Österreichischer Verband der allgemein beeideten und gerichtlich zertifizierten Dolmetscher","Interessensvertretung","Berufsverband","Loidoldgasse 1/9",1080,"office@gerichtsdolmetscher.at","https://www.gerichtsdolmetscher.at/","+4314796581","+4314783723","Kontakt","13.01.2021"
30,"ÖVE","Österreichischer Verband für Elektrotechnik","Interessensvertretung","Berufsverband","Eschenbachgasse 9",1010,"ove@ove.at","https://www.ove.at/","+43158763730","+4313705807370","Impressum","13.01.2021"
31,"Pharmig","Verband der pharmazeutischen Industrie Österreichs","Interessensvertretung","Berufsverband","Garnisongasse 4/2/8",1090,"datenschutz@pharmig.at","https://www.pharmig.at/","+43140602900","+43140602909","Impressum","13.01.2021"
32,"VAAÖ","Verband Angestellter Apotheker Österreichs","Interessensvertretung","Berufsverband","Spitalgasse 31/4. Stock",1090,"info@vaaoe.at","http://vaaoe.at/","+43140414400","+43140414414","Impressum","13.01.2021"
33,"VDRÖ","Vereinigung der Diplomrechtspflegerinnen und Diplomrechtspfleger Österreichs","Interessensvertretung","Berufsverband","Marxergasse 1a/1510",1030,"office@vdroe.at","https://www.vdroe.at/",,,"ZVR","13.01.2021"
34,"Vereinigung der fachmännischen Laienrichter Österreichs","Vereinigung der fachmännischen Laienrichter Österreichs","Interessensvertretung","Berufsverband","Eschenbachgasse 11",1010,"office@handelsrichter.at","http://www.handelsrichter.at/","+431587363324","+4315873633624","Kontakt","13.01.2021"
35,"Vereinigung der österreichischen Richterinnen und Richter","Vereinigung der österreichischen Richterinnen und Richter","Interessensvertretung","Berufsverband","Schmerlingplatz 11, Postfach 26",1011,"sekretariat@richtervereinigung.at","https://richtervereinigung.at/","+43152152303644","+43152152303643","Impressum","13.01.2021"
36,"VÖB","Vereinigung Österreichischer Bibliothekarinnen und Bibliothekare","Interessensvertretung","Berufsverband","Universitätsring 1",1010,"praesidium@voeb-b.at","https://www.univie.ac.at/voeb/voeb/aktuelles/",,,"Impressum","13.01.2021"
37,"BUKO","Bundeskonferenz der Freien Berufe Österreichs","Interessensvertretung","Berufsverband","c/o Bundeskammer der ZiviltechnikerInnen, Karlsgasse 9",1040,"office@freie-berufe.at","https://www.freie-berufe.at/","+4315332286",,"Impressum","13.01.2021"
