"Id","Name","Name_Lang","Branche","Typ","Adresse","PLZ","E-Mail","Homepage","Tel","Fax","Datenquelle","Pruefung"
14,"Beschussamt Wien","Beschussamt Wien","Bundesbehörde","Bundesbehörde","Wielandweg 27",1220,"office-wien@beschussamt.gv.at","https://www.bmdw.gv.at/Themen/Technik-und-Vermessung/beschussaemter/Beschussaemter.html","+43173462680","+431734626812","Startseite","16.10.2021"
15,"Beschussamt Ferlach","Beschussamt Ferlach","Bundesbehörde","Bundesbehörde","Maschinenhausgasse 3-4",9170,"office-ferlach@beschussamt.gv.at","https://www.bmdw.gv.at/Themen/Technik-und-Vermessung/beschussaemter/Beschussaemter.html","+4342272576","+4342274174","Startseite","16.10.2021"
16,"BKA","Bundeskanzleramt","Bundesbehörde","Bundesministerium","Ballhausplatz 2",1010,"post@bka.gv.at","https://www.bundeskanzleramt.gv.at/","+431531150","+43153115204274","Impressum + Kontakt","16.10.2021"
17,"DSB","Österreichische Datenschutzbehörde","Bundesbehörde","Bundesbehörde","Barichgasse 40-42",1030,"dsb@dsb.gv.at","https://www.dsb.gv.at/","+431521522569",,"Impressum","16.10.2021"
18,"KommAustria","KommAustria","Bundesbehörde","Nachgeordnete Behörde","Mariahilfer Straße 77-79",1060,"rtr@rtr.at","https://www.rtr.at/medien/wer_wir_sind/KommAustria/KommAustria.de.html","+431580580","+431580589191","Impressum rtr.at","16.10.2021"
19,"RTR","Rundfunk und Telekom Regulierungs-GmbH","Bundesbehörde","Nachgeordnete Behörde","Mariahilfer Straße 77-79",1060,"rtr@rtr.at","https://www.rtr.at/","+431580580","+431580589191","Impressum","16.10.2021"
20,"BVwG","Bundesverwaltungsgericht","Bundesbehörde","Gericht","Erdbergstraße 192-196",1030,"einlaufstelle@bvwg.gv.at","https://www.bvwg.gv.at/","+431601490","+431711238891541","Kontakt","16.10.2021"
21,"VwGH","Verwaltungsgerichtshof","Bundesbehörde","Gericht","Judenplatz 11",1010,"office@vwgh.gv.at","https://www.vwgh.gv.at/","+431531110","+43153111101508","Kontakt","16.10.2021"
22,"OGH","Oberster Gerichtshof","Bundesbehörde","Gericht","Schmerlingplatz 11",1010,,"https://www.ogh.gv.at/","+431521520","+431521523710","Impressum","16.10.2021"
23,"VfGH","Verfassungsgerichtshof","Bundesbehörde","Gericht","Freyung 8",1010,"vfgh@vfgh.gv.at","https://www.vfgh.gv.at/","+431531220","+43153122499","Kontakt","16.10.2021"
24,"BDA","Bundesdenkmalamt","Bundesbehörde","Bundesbehörde","Hofburg, Säulenstiege",1010,"service@bda.gv.at","https://bda.gv.at/","+431534150",,"Kontakt","16.10.2021"
25,"Hofmusikkapelle","Hofmusikkapelle","Bundesbehörde","Nachgeordnete Behörde","Hofburg, Schweizerhof",1010,"office@hofmusikkapelle.gv.at","https://www.hofmusikkapelle.gv.at/","+4315339927","+431533992780","Impressum","16.10.2021"
28,"FB","Fernmeldebehörde","Bundesbehörde","Nachgeordnete Behörde","Radetzkystraße 2",1030,"office@fb.gv.at","https://www.fb.gv.at/","+43171162650",,"Kontakt","16.10.2021"
29,"BAW","Bundesamt für Wasserwirtschaft","Bundesbehörde","Nachgeordnete Behörde","Scharfling 18",5310,"direktion@baw.at","https://www.baw.at/","'+43623238470","+436232384733","Kontakt","16.10.2021"
30,"BAWB","Bundesamt für Weinbau","Bundesbehörde","Bundesanstalt","Gölbeszeile 1",7000,"office@bawb.at","https://www.bawb.at/","+43268265905","+4326826590542","Impressum","16.10.2021"
31,"BAB","Bundesanstalt für Agrarwirtschaft und Bergbauernfragen","Bundesbehörde","Bundesanstalt","Dietrichgasse 27",1030,"office@bab.gv.at","https://bab.gv.at/","'+4317110063750","'+43368222451210","Impressum","16.10.2021"
32,"BFW","Bundesforschungs- und Ausbildungszentrum für Wald, Naturgefahren und Landschaft sowie Bundesamt für Wald","Bundesbehörde","Bundesanstalt","Seckendorff-Gudent-Weg 8",1131,"direktion@bfw.gv.at","https://bfw.ac.at/","'+431878380","'+431878381250","Impressum","16.10.2021"
33,"Österreichische Bundesgärten","HBFLA für Gartenbau Schönbrunn und Österreichische Bundesgärten","Bundesbehörde","Nachgeordnete Behörde","Grünbergstraße 24",1130,"office@bundesgaerten.at","https://www.bundesgaerten.at/","+43181359500","+431813595099","Impressum","16.10.2021"
34,"Bundeskellereiinspektion","Bundeskellereiinspektion","Bundesbehörde","Nachgeordnete Behörde","Marxergasse 2",1030,,"https://www.bundeskellereiinspektion.at/","+43171100637025","+43171100637054","Impressum","16.10.2021"
35,"Statistik Austria","Bundesanstalt Statistik Österreich ","Bundesbehörde","Bundesanstalt","Guglgasse 13",1110,"office@statistik.gv.at","https://statistik.at/","+431711280","+431711287728","Impressum","16.10.2021"
36,"E-Control","Energie-Control Austria für die Regulierung der Elektrizitäts- und Erdgaswirtschaft","Bundesbehörde","Bundesanstalt","Rudolfsplatz 13a",1010,"office@e-control.at","https://www.e-control.at/","+431247240","+43124724900","Impressum","16.10.2021"
37,"GBA","Geologische Bundesanstalt","Bundesbehörde","Bundesanstalt","Neulinggasse 38",1030,"office@geologie.ac.at","https://www.geologie.ac.at/","+4317125674","+431712567456","Impressum","16.10.2021"
38,"ZAMG","Zentralanstalt für Meteorologie und Geodynamik ","Bundesbehörde","Bundesanstalt","Hohe Warte 38",1190,"dion@zamg.ac.at","https://www.zamg.ac.at/","+43136026","+4313691233","Impressum","16.10.2021"
39,"Gedenkstätte Mauthausen","Gedenkstätte Mauthausen","Bundesbehörde","Bundesanstalt","Argentinierstraße 13, Top 103+104",1040,"office@mauthausen-memorial.org","https://www.mauthausen-memorial.org/","+4313763000100",,"Impressum","16.10.2021"
40,"JBA","Justizbetreuungsagentur","Bundesbehörde","Bundesanstalt","Universitätsstraße 5/7",1010,"office@jba.gv.at","http://jba.gv.at/","+4319089022300","+4319089022310","Impressum","16.10.2021"
41,"BHAG","Buchhaltungsagentur des Bundes","Bundesbehörde","Bundesanstalt","Dresdner Straße 89",1200,"ds@bhag.gv.at","https://www.buchhaltungsagentur.gv.at/",,,"Impressum","16.10.2021"
42,"Agentur für Rechnungswesen","Agentur für Rechnungswesen GKP GmbH","Bundesbehörde","Öffentliches Unternehmen","Dresdner Straße 89",1200,"office@arw.gv.at","https://arw.gv.at/","+43505060",,"Impressum","16.10.2021"
43,"BEV","Bundesamt für Eich- und Vermessungswesen","Bundesbehörde","Bundesamt","Schiffamtsgasse 1-3",1020,"info@bev.gv.at","https://www.bev.gv.at/","'+431211100",,"Impressum","16.10.2021"
44,"BAES","Bundesamt für Ernährungssicherheit","Bundesbehörde","Bundesamt","p.A. AGES, Spargelfeldstrasse 191",1200,"baes@baes.gv.at","https://www.baes.gv.at/","+435055532350",,"Impressum","16.10.2021"
45,"BFA","Bundesamt für Fremdenwesen und Asyl","Bundesbehörde","Bundesamt","Modecenterstraße 22",1030,"BFA-Einlaufstelle@bmi.gv.at","https://www.bfa.gv.at/","+4359133987010","+4359133987399","Kontakt","16.10.2021"
46,"BAK","Bundesamt zur Korruptionsprävention und Korruptionsbekämpfung","Bundesbehörde","Bundesamt","Herrengasse 7",1010,"BMI-III-BAK-SPOC@bak.gv.at","https://www.bak.gv.at/","+43153126906800","+43153126108583","Impressum","16.10.2021"
47,"BASG","Bundesamt für Sicherheit im Gesundheitswesen","Bundesbehörde","Bundesamt","Traisengasse 5",1200,"basg@basg.gv.at","https://www.basg.gv.at/","'+435055536111",,"Impressum","16.10.2021"
48,"BVT","Bundesamt für Verfassungsschutz und Terrorismusbekämpfung","Bundesbehörde","Bundesamt","Herrengasse 7",1010,"BMI-II-BVT@bmi.gv.at","https://www.bvt.gv.at/",,,"Impressum","16.10.2021"
49,"BFW","Bundesamt für Wald","Bundesbehörde","Bundesamt","Seckendorff-Gudent-Weg 8",1131,"bundesamt@bfw.gv.at","https://www.bfw.gv.at/","+431878382214",,"Startseite","16.10.2021"
50,"Umweltbundesamt","Umweltbundesamt GmbH","Bundesbehörde","Bundesamt","Spittelauer Lände 5",1090,"office@umweltbundesamt.at","https://www.umweltbundesamt.at/","+43131304","+431313045400","Impressum","16.10.2021"
51,"AMS","Arbeitsmarktservice","Bundesbehörde","Öffentliches Unternehmen","Treustraße 35-43",1200,"ams.oesterreich@ams.at","https://www.ams.at/","+4350904199","+4350904188","Impressum","16.10.2021"
52,"Austro Control","Österreichische Gesellschaft für Zivilluftfahrt m.b.H.","Bundesbehörde","Öffentliches Unternehmen","Wagramer Straße 19",1220,,"https://www.austrocontrol.at/","+43517030",,"Impressum","16.10.2021"
53,"OeNB","Österreichische Nationalbank","Bundesbehörde","Bundesamt","Otto-Wagner-Platz 3",1090,"posteingang@oenb.at","https://www.oenb.at/","+431404200","'+431404206698","Impressum","16.10.2021"
54,"Rechnungshof","Rechnungshof Österreich","Bundesbehörde","Bundesamt","Dampfschiffstraße 2",1030,"office@rechnungshof.gv.at","https://www.rechnungshof.gv.at/","+431711710",,"Impressum","16.10.2021"
55,"Schienen Control","Österreichische Gesellschaft für Schienenmarktregulierung m.b.H.","Bundesbehörde","Bundesamt","Linke Wienzeile 4/1/6",1060,"office@schienencontrol.gv.at","https://www.schienencontrol.gv.at/","+4315050707",,"Impressum","16.10.2021"
56,"Patentamt","Österreichisches Patentamt","Bundesbehörde","Bundesamt","Dresdner Straße 87",1200,"info@patentamt.at","https://www.patentamt.at/","+431534240",,"Impressum","16.10.2021"
57,"HPA","Heerespersonalamt","Bundesbehörde","Nachgeordnete Behörde","Panikengasse 2",1163,"hpa.wien1@bmlvs.gv.at","https://www.bundesheer.at/adressen/a_aemter.shtml","+4350201",,"Impressum","16.10.2021"
58,"Studienbeihilfenbehörde","Studienbeihilfenbehörde","Bildung","Behörde","Gudrunstraße 179",1100,"dsb@stbh.gv.at","https://www.stipendium.at/","'+43160173","'+43160173200","Impressum + Datenschutzerklärung","16.10.2021"
59,"IQS","Institut des Bundes für Qualitätssicherung im österreichischen Schulwesen","Bildung","Behörde","Alpenstraße 121",5020,"office@iqs.gv.at","https://www.iqs.gv.at/","+43662620088","+436626200881900","Kontakt","16.10.2021"
60,"ÖSZ","Österreichisches Sprachen-Kompetenz-Zentrum","Bildung","Dienstleister","Hans-Sachs-Gasse 3/I",8010,"office@oesz.at","http://www.oesz.at/","+43316824150","+433168241506","Impressum","16.10.2021"
61,"Pharmazeutische Gehaltskasse","Pharmazeutische Gehaltskasse für Österreich","Bundesbehörde","Dienstleister","Spitalgasse 31",1090,"office@gk.or.at","https://www.gehaltskasse.at/","+43140414200","+43140414249","Impressum","16.10.2021"
