"Id","Name","Name_Lang","Branche","Typ","Adresse","PLZ","Land","E-Mail","Tel","Fax","Pruefung"
34,"Magistratsabteilung 48 - Abfallwirtschaft, Straßenreinigung und Fuhrpark","Magistratsabteilung 48 - Abfallwirtschaft, Straßenreinigung und Fuhrpark","Landesbehörde","Administration","Einsiedlergasse 2",1050,,"post@ma48.wien.gv.at","+43140000","+431400099480037","19.08.2020"
35,"Magistratsabteilung 49 - Forst- und Landwirtschaftsbetrieb","Magistratsabteilung 49 - Forst- und Landwirtschaftsbetrieb","Landesbehörde","Administration","Triester Straße 114",1100,,"post@ma49.wien.gv.at","+431400049000","+43140009949099","19.08.2020"
36,"Magistratsabteilung 5 - Finanzwesen","Magistratsabteilung 5 - Finanzwesen","Landesbehörde","Administration","Ebendorferstraße 2",1010,,"post@ma05.wien.gv.at","+431400086515","+43140009986510","19.08.2020"
37,"Magistratsabteilung 50 - Wohnbauförderung und Schlichtungsstelle für wohnre","Magistratsabteilung 50 - Wohnbauförderung und Schlichtungsstelle für wohnre","Landesbehörde","Administration","Muthgasse 62",1190,,"post@ma50.wien.gv.at","+43140008050","+43140009974810","19.08.2020"
38,"Magistratsabteilung 51 - Sport Wien","Magistratsabteilung 51 - Sport Wien","Landesbehörde","Administration","Meiereistraße 7",1020,,"post@ma51.wien.gv.at","+431400051151","+43140009951151","19.08.2020"
39,"Magistratsabteilung 53 - Presse- und Informationsdienst","Magistratsabteilung 53 - Presse- und Informationsdienst","Landesbehörde","Administration","Lichtenfelsgasse 2",1010,,"post@ma53.wien.gv.at","+431400081015","+43140009981015","19.08.2020"
40,"Magistratsabteilung 54 - Zentraler Einkauf","Magistratsabteilung 54 - Zentraler Einkauf","Landesbehörde","Administration","Simone-de-Beauvoir-Platz 6",1220,,"post@ma54.wien.gv.at",,"+43140009954100","19.08.2020"
41,"Magistratsabteilung 56 - Wiener Schulen","Magistratsabteilung 56 - Wiener Schulen","Landesbehörde","Administration","Mollardgasse 87",1060,,"post@ma56.wien.gv.at","+4315991695010","+431599169995010","19.08.2020"
42,"Magistratsabteilung 57 - Frauenservice Wien","Magistratsabteilung 57 - Frauenservice Wien","Landesbehörde","Administration","Friedrich-Schmidt-Platz 3",1080,,"frauen@ma57.wien.gv.at","+431400083515","+43140009983511","19.08.2020"
43,"Magistratsabteilung 58 - Wasserrecht","Magistratsabteilung 58 - Wasserrecht","Landesbehörde","Administration","Dresdner Straße 73-75",1200,,"post@ma58.wien.gv.at","+431400096815","+43140009996810","19.08.2020"
44,"Magistratsabteilung 59 - Marktamt","Magistratsabteilung 59 - Marktamt","Landesbehörde","Administration","Spittelauer Lände 45",1090,,"post@ma59.wien.gv.at","+431400059210","+43140009959210","19.08.2020"
45,"Magistratsabteilung 6 - Rechnungs- und Abgabenwesen","Magistratsabteilung 6 - Rechnungs- und Abgabenwesen","Landesbehörde","Administration","Ebendorferstraße 2",1010,,"post@ma06.wien.gv.at","+431400086019","+43140009986010","19.08.2020"
46,"Magistratsabteilung 60 - Veterinäramt und Tierschutz","Magistratsabteilung 60 - Veterinäramt und Tierschutz","Landesbehörde","Administration","Karl-Farkas-Gasse 16",1030,,"post@ma60.wien.gv.at","+43140008060","+43140009997619","19.08.2020"
47,"Magistratsabteilung 62 - Wahlen und verschiedene Rechtsangelegenheiten","Magistratsabteilung 62 - Wahlen und verschiedene Rechtsangelegenheiten","Landesbehörde","Administration","Lerchenfelder Straße 4",1082,,"post@ma62.wien.gv.at","+431400089424","+43140009989400","19.08.2020"
48,"Magistratsabteilung 63 - Gewerberecht, Datenschutz und Personenstand","Magistratsabteilung 63 - Gewerberecht, Datenschutz und Personenstand","Landesbehörde","Administration","Wipplingerstraße 6-8",1010,,"post@ma63.wien.gv.at","+431400097097","+43140009997115","19.08.2020"
49,"Magistratsabteilung 64 - Bau-, Energie-, Eisenbahn- und Luftfahrtrecht","Magistratsabteilung 64 - Bau-, Energie-, Eisenbahn- und Luftfahrtrecht","Landesbehörde","Administration","Lerchenfelder Straße 4",1080,,"post@ma64.wien.gv.at","+431400089919","+43140009989910","19.08.2020"
50,"Magistratsabteilung 65 - Rechtliche Verkehrsangelegenheiten","Magistratsabteilung 65 - Rechtliche Verkehrsangelegenheiten","Landesbehörde","Administration","Ungargasse 33",1030,,"post@ma65.wien.gv.at","+43140003830","+431795149938319","19.08.2020"
51,"Magistratsabteilung 67 - Parkraumüberwachung","Magistratsabteilung 67 - Parkraumüberwachung","Landesbehörde","Administration","Dresdner Straße 81-85",1200,,"post@ma67.wien.gv.at","+43140006700","+43140009967010","19.08.2020"
52,"Magistratsabteilung 68 - Feuerwehr und Katastrophenschutz","Magistratsabteilung 68 - Feuerwehr und Katastrophenschutz","Landesbehörde","Administration","Am Hof 9-10",1010,,"post@ma68.wien.gv.at","+431531990","+4315319951209","19.08.2020"
53,"Magistratsabteilung 69 - Immobilienmanagement","Magistratsabteilung 69 - Immobilienmanagement","Landesbehörde","Administration","Lerchenfelder Straße 4",1080,,"post@ma69.wien.gv.at","+43140008069","+43140009969600","19.08.2020"
54,"Magistratsabteilung 7 - Kultur","Magistratsabteilung 7 - Kultur","Landesbehörde","Administration","Friedrich-Schmidt-Platz 5",1080,,"post@ma07.wien.gv.at","+431400084719","+4314000998007","19.08.2020"
55,"Magistratsabteilung 70 - Berufsrettung Wien","Magistratsabteilung 70 - Berufsrettung Wien","Landesbehörde","Administration","Radetzkystraße 1",1030,,"post@ma70.wien.gv.at","+431711190",,"19.08.2020"
56,"Magistratsabteilung 8 - Wiener Stadt- und Landesarchiv","Magistratsabteilung 8 - Wiener Stadt- und Landesarchiv","Landesbehörde","Administration","Guglgasse 14",1110,,"post@ma08.wien.gv.at","+431400084808","+431400084809","19.08.2020"
